Drug	Rank	Score	Type	Path
DCP12927	8	1.0000	BFS_PATH	DCP12927 -> binds -> GEE09692 -> regulates -> GEE08035 -> experiments -> GEE11508 -> is_associated_with -> DM06
DCP12927	9	1.0000	BFS_PATH	DCP12927 -> binds -> GEE06353 -> regulates -> GEE17549 -> experiments -> GEE12801 -> is_associated_with -> DM06
DCP12927	10	0.9720	BFS_PATH	DCP12927 -> treats -> DIMM00115 -> is_associated_with -> GEE14119 -> is_associated_with -> DM06
DCP11343	1	1.0000	BFS_PATH	DCP11343 -> expresses -> GEE15853 -> textmining -> GEE16265 -> experiments_transferred -> GEE10807 -> is_associated_with -> DM06
DCP11343	2	1.0000	BFS_PATH	DCP11343 -> expresses -> GEE15589 -> experiments -> GEE06877 -> covaries -> GEE08707 -> is_associated_with -> DM06
DCP11343	3	1.0000	BFS_PATH	DCP11343 -> expresses -> GEE14733 -> experiments_transferred -> GEE12074 -> textmining -> GEE13767 -> is_associated_with -> DM06
DCP11343	4	1.0000	BFS_PATH	DCP11343 -> expresses -> GEE14733 -> experiments_transferred -> GEE11049 -> textmining -> GEE10807 -> is_associated_with -> DM06
DCP11343	5	1.0000	BFS_PATH	DCP11343 -> expresses -> GEE14733 -> experiments -> GEE02391 -> regulates -> GEE10807 -> is_associated_with -> DM06
DCP11343	6	1.0000	BFS_PATH	DCP11343 -> expresses -> GEE14119 -> is_associated_with -> DM06
DCP11343	7	1.0000	BFS_PATH	DCP11343 -> expresses -> GEE13999 -> experiments -> GEE08633 -> textmining -> GEE15420 -> is_associated_with -> DM06
DCP11343	8	1.0000	BFS_PATH	DCP11343 -> expresses -> GEE13901 -> experiments_transferred -> GEE19208 -> textmining -> GEE11025 -> is_associated_with -> DM06
DCP11343	9	1.0000	BFS_PATH	DCP11343 -> expresses -> GEE13847 -> experiments -> GEE14206 -> experiments -> GEE10973 -> is_associated_with -> DM06
DCP11343	10	1.0000	BFS_PATH	DCP11343 -> expresses -> GEE13814 -> coexpression -> GEE12383 -> experiments -> GEE12952 -> is_associated_with -> DM06
