Drug	Rank	Score	Type	Path
DCP10156	8	0.0787	BFS_PATH	DCP10156 -> treats -> DIMM15447 -> is_associated_with -> GEE07629 -> homology -> GEE17012 -> is_associated_with -> DM06
DCP10156	9	0.0787	BFS_PATH	DCP10156 -> treats -> DIMM15447 -> is_associated_with -> GEE06585 -> textmining -> GEE10509 -> is_associated_with -> DM06
DCP10156	10	0.0787	BFS_PATH	DCP10156 -> treats -> DIMM15447 -> is_associated_with -> GEE06585 -> database -> GEE08026 -> is_associated_with -> DM06
DCP07553	1	0.1494	BFS_PATH	DCP07553 -> treats -> DIMM00041 -> expresses -> GEE15461 -> experiments -> GEE03552 -> is_associated_with -> DM06
DCP07553	2	0.0828	BFS_PATH	DCP07553 -> treats -> DIMM00041 -> expresses -> GEE17813 -> is_associated_with -> DM06
DCP07553	3	0.0828	BFS_PATH	DCP07553 -> treats -> DIMM00041 -> expresses -> GEE16730 -> is_associated_with -> DM06
DCP07553	4	0.0828	BFS_PATH	DCP07553 -> treats -> DIMM00041 -> downregulates -> GEE17728 -> is_associated_with -> DM06
DCP07553	5	0.0787	BFS_PATH	DCP07553 -> treats -> DIMM17813 -> is_associated_with -> GEE14716 -> textmining -> GEE12618 -> is_associated_with -> DM06
DCP07553	6	0.0787	BFS_PATH	DCP07553 -> treats -> DIMM17813 -> is_associated_with -> GEE14716 -> homology -> GEE12618 -> is_associated_with -> DM06
DCP07553	7	0.0787	BFS_PATH	DCP07553 -> treats -> DIMM17813 -> is_associated_with -> GEE14716 -> coexpression -> GEE12618 -> is_associated_with -> DM06
DCP07553	8	0.0787	BFS_PATH	DCP07553 -> treats -> DIMM17813 -> is_associated_with -> GEE13083 -> textmining -> GEE12618 -> is_associated_with -> DM06
DCP07553	9	0.0787	BFS_PATH	DCP07553 -> treats -> DIMM17813 -> is_associated_with -> GEE12923 -> textmining -> GEE15632 -> is_associated_with -> DM06
DCP07553	10	0.0787	BFS_PATH	DCP07553 -> treats -> DIMM17813 -> is_associated_with -> GEE12611 -> textmining -> GEE13104 -> is_associated_with -> DM06
DCP10157	1	0.1494	BFS_PATH	DCP10157 -> treats -> DIMM07100 -> is_associated_with -> GEE06363 -> experiments -> GEE07134 -> is_associated_with -> DM06
DCP10157	2	0.1494	BFS_PATH	DCP10157 -> treats -> DIMM07100 -> is_associated_with -> GEE03991 -> experiments -> GEE12987 -> is_associated_with -> DM06
DCP10157	3	0.0787	BFS_PATH	DCP10157 -> treats -> DIMM07100 -> is_associated_with -> GEE11931 -> textmining -> GEE07134 -> is_associated_with -> DM06
DCP10157	4	0.0787	BFS_PATH	DCP10157 -> treats -> DIMM07100 -> is_associated_with -> GEE11016 -> database -> GEE10910 -> is_associated_with -> DM06
DCP10157	5	0.0787	BFS_PATH	DCP10157 -> treats -> DIMM07100 -> is_associated_with -> GEE11016 -> database -> GEE05887 -> is_associated_with -> DM06
DCP10157	6	0.0787	BFS_PATH	DCP10157 -> treats -> DIMM07100 -> is_associated_with -> GEE10934 -> interacts -> GEE10973 -> is_associated_with -> DM06
DCP10157	7	0.0787	BFS_PATH	DCP10157 -> treats -> DIMM07100 -> is_associated_with -> GEE08044 -> textmining -> GEE05150 -> is_associated_with -> DM06
DCP10157	8	0.0787	BFS_PATH	DCP10157 -> treats -> DIMM07100 -> is_associated_with -> GEE05816 -> textmining -> GEE14022 -> is_associated_with -> DM06
DCP10157	9	0.0787	BFS_PATH	DCP10157 -> treats -> DIMM07100 -> is_associated_with -> GEE05485 -> textmining -> GEE12618 -> is_associated_with -> DM06
DCP10157	10	0.0787	BFS_PATH	DCP10157 -> treats -> DIMM07100 -> is_associated_with -> GEE05285 -> interacts -> GEE16564 -> is_associated_with -> DM06
DCP11226	1	0.3606	"174	39	0.22413793103448276	candidate_for(X,DM06) <= downregulates(X,A), experiments_transferred(A,GEE09782)"	DCP11226 -> downregulates -> GEE00914 -> experiments_transferred -> GEE09782 -> candidate_for -> DM06
DCP11226	2	0.3564	"158	35	0.22151898734177214	candidate_for(X,DM06) <= downregulates(X,A), experiments(A,GEE08260)"	DCP11226 -> downregulates -> GEE00914 -> experiments -> GEE08260 -> candidate_for -> DM06
DCP11226	3	0.2943	"82	15	0.18292682926829268	candidate_for(X,DM06) <= binds(X,A), experiments(A,GEE01081)"	DCP11226 -> binds -> GEE00749 -> experiments -> GEE01081 -> candidate_for -> DM06
DCP11226	4	0.2935	"159	29	0.18238993710691823	candidate_for(X,DM06) <= binds(X,A), experiments(A,GEE03423)"	DCP11226 -> binds -> GEE02725 -> experiments -> GEE03423 -> candidate_for -> DM06
DCP11226	5	0.2736	"247	42	0.1700404858299595	candidate_for(X,DM06) <= downregulates(X,A), experiments(A,GEE00476)"	DCP11226 -> downregulates -> GEE01169 -> experiments -> GEE00476 -> candidate_for -> DM06
DCP11226	6	0.2700	"298	50	0.16778523489932887	candidate_for(X,DM06) <= downregulates(X,A), experiments(A,GEE00711)"	DCP11226 -> downregulates -> GEE00914 -> experiments -> GEE00711 -> candidate_for -> DM06
DCP11226	7	0.2537	"222	35	0.15765765765765766	candidate_for(X,DM06) <= expresses(X,A), experiments_transferred(A,GEE00914)"	DCP11226 -> expresses -> GEE00676 -> experiments_transferred -> GEE00914 -> candidate_for -> DM06
DCP11226	8	0.2428	"338	51	0.15088757396449703	candidate_for(X,DM06) <= downregulates(X,A), experiments(A,GEE00100)"	DCP11226 -> downregulates -> GEE01169 -> experiments -> GEE00100 -> candidate_for -> DM06
DCP11226	9	0.2428	"338	51	0.15088757396449703	candidate_for(X,DM06) <= downregulates(X,A), experiments(A,GEE00100)"	DCP11226 -> downregulates -> GEE00914 -> experiments -> GEE00100 -> candidate_for -> DM06
DCP11226	10	0.2402	"44	15	0.3409090909090909	candidate_for(X,DM06) <= palliates(X,A), associates(A,GEE08269)"	DCP11226 -> palliates -> DIMM00061 -> associates -> GEE08269 -> candidate_for -> DM06
DCP12927	1	0.3678	"175	40	0.22857142857142856	candidate_for(X,DM06) <= downregulates(X,A), experiments_transferred(A,GEE04307)"	DCP12927 -> downregulates -> GEE02775 -> experiments_transferred -> GEE04307 -> candidate_for -> DM06
DCP12927	2	0.3185	"197	39	0.19796954314720813	candidate_for(X,DM06) <= downregulates(X,A), experiments(A,GEE19180)"	DCP12927 -> downregulates -> GEE02775 -> experiments -> GEE19180 -> candidate_for -> DM06
DCP12927	3	0.3065	"15	6	0.4	candidate_for(X,DM06) <= binds(X,A), is_associated_with(A,DCP10135)"	DCP12927 -> binds -> GEE09692 -> is_associated_with -> DCP10135 -> candidate_for -> DM06
DCP12927	4	0.2877	"51	17	0.3333333333333333	candidate_for(X,DM06) <= binds(X,A), regulates(A,GEE06237)"	DCP12927 -> binds -> GEE06353 -> regulates -> GEE06237 -> candidate_for -> DM06
DCP12927	5	0.2718	"219	37	0.1689497716894977	candidate_for(X,DM06) <= binds(X,A), experiments(A,GEE10062)"	DCP12927 -> binds -> GEE14710 -> experiments -> GEE10062 -> candidate_for -> DM06
DCP12927	6	0.2603	"63	19	0.30158730158730157	candidate_for(X,DM06) <= binds(X,A), regulates(A,GEE03047)"	DCP12927 -> binds -> GEE06353 -> regulates -> GEE03047 -> candidate_for -> DM06
DCP12927	7	0.2589	"20	6	0.3	candidate_for(X,DM06) <= binds(X,A), textmining(A,GEE01845)"	DCP12927 -> binds -> GEE09692 -> textmining -> GEE01845 -> candidate_for -> DM06
DCP12927	8	0.2579	"87	26	0.2988505747126437	candidate_for(X,DM06) <= binds(X,A), textmining(A,GEE01104)"	DCP12927 -> binds -> GEE12311 -> textmining -> GEE01104 -> candidate_for -> DM06
DCP12927	9	0.2496	"48	17	0.3541666666666667	candidate_for(X,DM06) <= binds(X,A), is_involved_in(A,PW0201)"	DCP12927 -> binds -> GEE12311 -> is_involved_in -> PW0201 -> candidate_for -> DM06
DCP12927	10	0.2416	"92	29	0.31521739130434784	candidate_for(X,DM06) <= binds(X,A), is_associated_with(A,DIMM26386)"	DCP12927 -> binds -> GEE05485 -> is_associated_with -> DIMM26386 -> candidate_for -> DM06
DCP11343	1	0.4703	"65	19	0.2923076923076923	candidate_for(X,DM06) <= downregulates(X,A), experiments_transferred(A,GEE13652)"	DCP11343 -> downregulates -> GEE16008 -> experiments_transferred -> GEE13652 -> candidate_for -> DM06
DCP11343	2	0.4703	"65	19	0.2923076923076923	candidate_for(X,DM06) <= downregulates(X,A), experiments_transferred(A,GEE13652)"	DCP11343 -> downregulates -> GEE03368 -> experiments_transferred -> GEE13652 -> candidate_for -> DM06
DCP11343	3	0.4573	"95	27	0.28421052631578947	candidate_for(X,DM06) <= downregulates(X,A), experiments_transferred(A,GEE00969)"	DCP11343 -> downregulates -> GEE04036 -> experiments_transferred -> GEE00969 -> candidate_for -> DM06
DCP11343	4	0.4425	"80	22	0.275	candidate_for(X,DM06) <= downregulates(X,A), experiments(A,GEE04889)"	DCP11343 -> downregulates -> GEE12062 -> experiments -> GEE04889 -> candidate_for -> DM06
DCP11343	5	0.4315	"14	7	0.5	candidate_for(X,DM06) <= downregulates(X,A), coexpression(A,GEE09898)"	DCP11343 -> downregulates -> GEE02572 -> coexpression -> GEE09898 -> candidate_for -> DM06
DCP11343	6	0.4313	"97	26	0.26804123711340205	candidate_for(X,DM06) <= downregulates(X,A), experiments_transferred(A,GEE14418)"	DCP11343 -> downregulates -> GEE04538 -> experiments_transferred -> GEE14418 -> candidate_for -> DM06
DCP11343	7	0.4313	"97	26	0.26804123711340205	candidate_for(X,DM06) <= downregulates(X,A), experiments_transferred(A,GEE14418)"	DCP11343 -> downregulates -> GEE03510 -> experiments_transferred -> GEE14418 -> candidate_for -> DM06
DCP11343	8	0.4291	"135	36	0.26666666666666666	candidate_for(X,DM06) <= downregulates(X,A), experiments_transferred(A,GEE03725)"	DCP11343 -> downregulates -> GEE04876 -> experiments_transferred -> GEE03725 -> candidate_for -> DM06
DCP11343	9	0.4291	"135	36	0.26666666666666666	candidate_for(X,DM06) <= downregulates(X,A), experiments_transferred(A,GEE03725)"	DCP11343 -> downregulates -> GEE03523 -> experiments_transferred -> GEE03725 -> candidate_for -> DM06
DCP11343	10	0.4291	"135	36	0.26666666666666666	candidate_for(X,DM06) <= downregulates(X,A), experiments_transferred(A,GEE03725)"	DCP11343 -> downregulates -> GEE03368 -> experiments_transferred -> GEE03725 -> candidate_for -> DM06
