Drug	Rank	Score	Type	Path
DCP10156	4	0.0692	BFS_PATH	DCP10156 -> treats -> DIMM15447 -> is_associated_with -> GEE03827 -> experiments -> GEE13159 -> is_associated_with -> DM06
DCP10156	5	0.0692	BFS_PATH	DCP10156 -> treats -> DIMM15447 -> is_associated_with -> GEE00401 -> experiments -> GEE09873 -> is_associated_with -> DM06
DCP10156	6	0.0656	BFS_PATH	DCP10156 -> treats -> DIMM15447 -> is_associated_with -> GEE11080 -> textmining -> GEE17012 -> is_associated_with -> DM06
DCP10156	7	0.0656	BFS_PATH	DCP10156 -> treats -> DIMM15447 -> is_associated_with -> GEE08442 -> textmining -> GEE06896 -> is_associated_with -> DM06
DCP10156	8	0.0656	BFS_PATH	DCP10156 -> treats -> DIMM15447 -> is_associated_with -> GEE07629 -> homology -> GEE17012 -> is_associated_with -> DM06
DCP10156	9	0.0656	BFS_PATH	DCP10156 -> treats -> DIMM15447 -> is_associated_with -> GEE06585 -> textmining -> GEE10509 -> is_associated_with -> DM06
DCP10156	10	0.0656	BFS_PATH	DCP10156 -> treats -> DIMM15447 -> is_associated_with -> GEE06585 -> database -> GEE08026 -> is_associated_with -> DM06
DCP07553	1	0.0692	BFS_PATH	DCP07553 -> treats -> DIMM00041 -> expresses -> GEE15461 -> experiments -> GEE03552 -> is_associated_with -> DM06
DCP07553	2	0.0690	BFS_PATH	DCP07553 -> treats -> DIMM00041 -> expresses -> GEE17813 -> is_associated_with -> DM06
DCP07553	3	0.0690	BFS_PATH	DCP07553 -> treats -> DIMM00041 -> expresses -> GEE16730 -> is_associated_with -> DM06
DCP07553	4	0.0690	BFS_PATH	DCP07553 -> treats -> DIMM00041 -> downregulates -> GEE17728 -> is_associated_with -> DM06
DCP07553	5	0.0656	BFS_PATH	DCP07553 -> treats -> DIMM17813 -> is_associated_with -> GEE14716 -> textmining -> GEE12618 -> is_associated_with -> DM06
DCP07553	6	0.0656	BFS_PATH	DCP07553 -> treats -> DIMM17813 -> is_associated_with -> GEE14716 -> homology -> GEE12618 -> is_associated_with -> DM06
DCP07553	7	0.0656	BFS_PATH	DCP07553 -> treats -> DIMM17813 -> is_associated_with -> GEE14716 -> coexpression -> GEE12618 -> is_associated_with -> DM06
DCP07553	8	0.0656	BFS_PATH	DCP07553 -> treats -> DIMM17813 -> is_associated_with -> GEE13083 -> textmining -> GEE12618 -> is_associated_with -> DM06
DCP07553	9	0.0656	BFS_PATH	DCP07553 -> treats -> DIMM17813 -> is_associated_with -> GEE12923 -> textmining -> GEE15632 -> is_associated_with -> DM06
DCP07553	10	0.0656	BFS_PATH	DCP07553 -> treats -> DIMM17813 -> is_associated_with -> GEE12611 -> textmining -> GEE13104 -> is_associated_with -> DM06
DCP10157	1	0.0692	BFS_PATH	DCP10157 -> treats -> DIMM07100 -> is_associated_with -> GEE06363 -> experiments -> GEE07134 -> is_associated_with -> DM06
DCP10157	2	0.0692	BFS_PATH	DCP10157 -> treats -> DIMM07100 -> is_associated_with -> GEE03991 -> experiments -> GEE12987 -> is_associated_with -> DM06
DCP10157	3	0.0656	BFS_PATH	DCP10157 -> treats -> DIMM07100 -> is_associated_with -> GEE11931 -> textmining -> GEE07134 -> is_associated_with -> DM06
DCP10157	4	0.0656	BFS_PATH	DCP10157 -> treats -> DIMM07100 -> is_associated_with -> GEE11016 -> database -> GEE10910 -> is_associated_with -> DM06
DCP10157	5	0.0656	BFS_PATH	DCP10157 -> treats -> DIMM07100 -> is_associated_with -> GEE11016 -> database -> GEE05887 -> is_associated_with -> DM06
DCP10157	6	0.0656	BFS_PATH	DCP10157 -> treats -> DIMM07100 -> is_associated_with -> GEE10934 -> interacts -> GEE10973 -> is_associated_with -> DM06
DCP10157	7	0.0656	BFS_PATH	DCP10157 -> treats -> DIMM07100 -> is_associated_with -> GEE08044 -> textmining -> GEE05150 -> is_associated_with -> DM06
DCP10157	8	0.0656	BFS_PATH	DCP10157 -> treats -> DIMM07100 -> is_associated_with -> GEE05816 -> textmining -> GEE14022 -> is_associated_with -> DM06
DCP10157	9	0.0656	BFS_PATH	DCP10157 -> treats -> DIMM07100 -> is_associated_with -> GEE05485 -> textmining -> GEE12618 -> is_associated_with -> DM06
DCP10157	10	0.0656	BFS_PATH	DCP10157 -> treats -> DIMM07100 -> is_associated_with -> GEE05285 -> interacts -> GEE16564 -> is_associated_with -> DM06
DCP11226	1	0.2002	"44	15	0.3409090909090909	candidate_for(X,DM06) <= palliates(X,A), associates(A,GEE08269)"	DCP11226 -> palliates -> DIMM00061 -> associates -> GEE08269 -> candidate_for -> DM06
DCP11226	2	0.2002	"44	15	0.3409090909090909	candidate_for(X,DM06) <= palliates(X,A), associates(A,GEE08269)"	DCP11226 -> palliates -> DIMM00021 -> associates -> GEE08269 -> candidate_for -> DM06
DCP11226	3	0.1904	"68	18	0.2647058823529412	candidate_for(X,DM06) <= binds(X,A), textmining(A,GEE19384)"	DCP11226 -> binds -> GEE04669 -> textmining -> GEE19384 -> candidate_for -> DM06
DCP11226	4	0.1846	"35	11	0.3142857142857143	candidate_for(X,DM06) <= palliates(X,A), is_associated_with(A,GEE09950)"	DCP11226 -> palliates -> DIMM00061 -> is_associated_with -> GEE09950 -> candidate_for -> DM06
DCP11226	5	0.1811	"139	35	0.2517985611510791	candidate_for(X,DM06) <= binds(X,A), regulates(A,GEE01964)"	DCP11226 -> binds -> GEE02323 -> regulates -> GEE01964 -> candidate_for -> DM06
DCP11226	6	0.1796	"64	18	0.28125	candidate_for(X,DM06) <= binds(X,A), participates(A,GO:0007088)"	DCP11226 -> binds -> GEE01468 -> participates -> GO:0007088 -> candidate_for -> DM06
DCP11226	7	0.1670	"174	39	0.22413793103448276	candidate_for(X,DM06) <= downregulates(X,A), experiments_transferred(A,GEE09782)"	DCP11226 -> downregulates -> GEE00914 -> experiments_transferred -> GEE09782 -> candidate_for -> DM06
DCP11226	8	0.1650	"158	35	0.22151898734177214	candidate_for(X,DM06) <= downregulates(X,A), experiments(A,GEE08260)"	DCP11226 -> downregulates -> GEE00914 -> experiments -> GEE08260 -> candidate_for -> DM06
DCP11226	9	0.1566	"30	8	0.26666666666666666	candidate_for(X,DM06) <= palliates(X,A), expresses(A,GEE13824)"	DCP11226 -> palliates -> DIMM00021 -> expresses -> GEE13824 -> candidate_for -> DM06
DCP11226	10	0.1566	"30	8	0.26666666666666666	candidate_for(X,DM06) <= palliates(X,A), expresses(A,GEE08324)"	DCP11226 -> palliates -> DIMM00021 -> expresses -> GEE08324 -> candidate_for -> DM06
DCP12927	1	0.2554	"15	6	0.4	candidate_for(X,DM06) <= binds(X,A), is_associated_with(A,DCP10135)"	DCP12927 -> binds -> GEE09692 -> is_associated_with -> DCP10135 -> candidate_for -> DM06
DCP12927	2	0.2397	"51	17	0.3333333333333333	candidate_for(X,DM06) <= binds(X,A), regulates(A,GEE06237)"	DCP12927 -> binds -> GEE06353 -> regulates -> GEE06237 -> candidate_for -> DM06
DCP12927	3	0.2169	"63	19	0.30158730158730157	candidate_for(X,DM06) <= binds(X,A), regulates(A,GEE03047)"	DCP12927 -> binds -> GEE06353 -> regulates -> GEE03047 -> candidate_for -> DM06
DCP12927	4	0.2158	"20	6	0.3	candidate_for(X,DM06) <= binds(X,A), textmining(A,GEE01845)"	DCP12927 -> binds -> GEE09692 -> textmining -> GEE01845 -> candidate_for -> DM06
DCP12927	5	0.2149	"87	26	0.2988505747126437	candidate_for(X,DM06) <= binds(X,A), textmining(A,GEE01104)"	DCP12927 -> binds -> GEE12311 -> textmining -> GEE01104 -> candidate_for -> DM06
DCP12927	6	0.2080	"48	17	0.3541666666666667	candidate_for(X,DM06) <= binds(X,A), is_involved_in(A,PW0201)"	DCP12927 -> binds -> GEE12311 -> is_involved_in -> PW0201 -> candidate_for -> DM06
DCP12927	7	0.2013	"92	29	0.31521739130434784	candidate_for(X,DM06) <= binds(X,A), is_associated_with(A,DIMM26386)"	DCP12927 -> binds -> GEE05485 -> is_associated_with -> DIMM26386 -> candidate_for -> DM06
DCP12927	8	0.1998	"18	5	0.2777777777777778	candidate_for(X,DM06) <= binds(X,A), regulates(A,GEE04757)"	DCP12927 -> binds -> GEE02137 -> regulates -> GEE04757 -> candidate_for -> DM06
DCP12927	9	0.1909	"113	30	0.26548672566371684	candidate_for(X,DM06) <= binds(X,A), textmining(A,GEE06991)"	DCP12927 -> binds -> GEE12311 -> textmining -> GEE06991 -> candidate_for -> DM06
DCP12927	10	0.1862	"112	29	0.25892857142857145	candidate_for(X,DM06) <= binds(X,A), textmining(A,GEE07602)"	DCP12927 -> binds -> GEE01459 -> textmining -> GEE07602 -> candidate_for -> DM06
DCP11343	1	0.3596	"14	7	0.5	candidate_for(X,DM06) <= downregulates(X,A), coexpression(A,GEE09898)"	DCP11343 -> downregulates -> GEE02572 -> coexpression -> GEE09898 -> candidate_for -> DM06
DCP11343	2	0.2838	"9	4	0.4444444444444444	candidate_for(X,DM06) <= binds(X,A), participates(A,GO:0014802)"	DCP11343 -> binds -> GEE02637 -> participates -> GO:0014802 -> candidate_for -> DM06
DCP11343	3	0.2569	"16	7	0.4375	candidate_for(X,DM06) <= treats(X,A), associates(A,GEE04718)"	DCP11343 -> treats -> DIMM00014 -> associates -> GEE04718 -> candidate_for -> DM06
DCP11343	4	0.2472	"32	11	0.34375	candidate_for(X,DM06) <= downregulates(X,A), fusion(A,GEE19221)"	DCP11343 -> downregulates -> GEE06785 -> fusion -> GEE19221 -> candidate_for -> DM06
DCP11343	5	0.2249	"71	25	0.352112676056338	candidate_for(X,DM06) <= downregulates(X,A), is_associated_with(A,DCP10707)"	DCP11343 -> downregulates -> GEE04036 -> is_associated_with -> DCP10707 -> candidate_for -> DM06
DCP11343	6	0.2177	"65	19	0.2923076923076923	candidate_for(X,DM06) <= downregulates(X,A), experiments_transferred(A,GEE13652)"	DCP11343 -> downregulates -> GEE16008 -> experiments_transferred -> GEE13652 -> candidate_for -> DM06
DCP11343	7	0.2177	"65	19	0.2923076923076923	candidate_for(X,DM06) <= downregulates(X,A), experiments_transferred(A,GEE13652)"	DCP11343 -> downregulates -> GEE03368 -> experiments_transferred -> GEE13652 -> candidate_for -> DM06
DCP11343	8	0.2117	"95	27	0.28421052631578947	candidate_for(X,DM06) <= downregulates(X,A), experiments_transferred(A,GEE00969)"	DCP11343 -> downregulates -> GEE04036 -> experiments_transferred -> GEE00969 -> candidate_for -> DM06
DCP11343	9	0.2049	"80	22	0.275	candidate_for(X,DM06) <= downregulates(X,A), experiments(A,GEE04889)"	DCP11343 -> downregulates -> GEE12062 -> experiments -> GEE04889 -> candidate_for -> DM06
DCP11343	10	0.1997	"97	26	0.26804123711340205	candidate_for(X,DM06) <= downregulates(X,A), experiments_transferred(A,GEE14418)"	DCP11343 -> downregulates -> GEE04538 -> experiments_transferred -> GEE14418 -> candidate_for -> DM06
