Drug,Experiment,Rank,Score,Source,Path
DCP11264,Exp3_NoBonus,6,0.1772,DFS,DCP11264 -[downregulates]-> GEE02562 -[experiments_transferred]-> GEE07121 -[candidate_for]-> DM06
DCP11264,Exp3_NoBonus,7,0.1732,DFS,DCP11264 -[downregulates]-> GEE02562 -[experiments]-> GEE05986 -[candidate_for]-> DM06
DCP11264,Exp3_NoBonus,8,0.1520,DFS,DCP11264 -[downregulates]-> GEE01169 -[experiments]-> GEE00476 -[candidate_for]-> DM06
DCP11264,Exp3_NoBonus,9,0.1510,DFS,DCP11264 -[binds]-> GEE14710 -[experiments]-> GEE10062 -[candidate_for]-> DM06
DCP11264,Exp3_NoBonus,10,0.1349,DFS,DCP11264 -[downregulates]-> GEE01169 -[experiments]-> GEE00100 -[candidate_for]-> DM06
DCP11264,Exp3_HighBonus,1,1.0000,DFS,DCP11264 -[downregulates]-> GEE02562 -[experiments_transferred]-> GEE10905 -[candidate_for]-> DM06
DCP11264,Exp3_HighBonus,2,0.8858,DFS,DCP11264 -[downregulates]-> GEE02562 -[experiments_transferred]-> GEE07121 -[candidate_for]-> DM06
DCP11264,Exp3_HighBonus,3,0.8662,DFS,DCP11264 -[downregulates]-> GEE02562 -[experiments]-> GEE05986 -[candidate_for]-> DM06
DCP11264,Exp3_HighBonus,4,0.7600,DFS,DCP11264 -[downregulates]-> GEE01169 -[experiments]-> GEE00476 -[candidate_for]-> DM06
DCP11264,Exp3_HighBonus,5,0.7551,DFS,DCP11264 -[binds]-> GEE14710 -[experiments]-> GEE10062 -[candidate_for]-> DM06
DCP11264,Exp3_HighBonus,6,0.6744,DFS,DCP11264 -[downregulates]-> GEE01169 -[experiments]-> GEE00100 -[candidate_for]-> DM06
DCP11264,Exp3_HighBonus,7,0.6640,DFS,DCP11264 -[downregulates]-> GEE01725 -[experiments_transferred]-> GEE14262 -[candidate_for]-> DM06
DCP11264,Exp3_HighBonus,8,0.6434,DFS,DCP11264 -[binds]-> GEE05919 -[experiments]-> GEE00973 -[candidate_for]-> DM06
DCP11264,Exp3_HighBonus,9,0.6403,DFS,DCP11264 -[downregulates]-> GEE02562 -[experiments]-> GEE01268 -[candidate_for]-> DM06
DCP11264,Exp3_HighBonus,10,0.6336,DFS,DCP11264 -[downregulates]-> GEE01169 -[experiments]-> GEE01101 -[candidate_for]-> DM06
DCP11264,Exp4_NoISI,1,0.3924,DFS,DCP11264 -[downregulates]-> GEE02562 -[experiments_transferred]-> GEE10905 -[candidate_for]-> DM06
DCP11264,Exp4_NoISI,2,0.3189,DFS,DCP11264 -[downregulates]-> GEE02562 -[experiments_transferred]-> GEE07121 -[candidate_for]-> DM06
DCP11264,Exp4_NoISI,3,0.3118,DFS,DCP11264 -[downregulates]-> GEE02562 -[experiments]-> GEE05986 -[candidate_for]-> DM06
DCP11264,Exp4_NoISI,4,0.2736,DFS,DCP11264 -[downregulates]-> GEE01169 -[experiments]-> GEE00476 -[candidate_for]-> DM06
DCP11264,Exp4_NoISI,5,0.2718,DFS,DCP11264 -[binds]-> GEE14710 -[experiments]-> GEE10062 -[candidate_for]-> DM06
DCP11264,Exp4_NoISI,6,0.2428,DFS,DCP11264 -[downregulates]-> GEE01169 -[experiments]-> GEE00100 -[candidate_for]-> DM06
DCP11264,Exp4_NoISI,7,0.2402,DFS,DCP11264 -[palliates]-> DIMM00061 -[associates]-> GEE08269 -[candidate_for]-> DM06
DCP11264,Exp4_NoISI,8,0.2391,DFS,DCP11264 -[downregulates]-> GEE01725 -[experiments_transferred]-> GEE14262 -[candidate_for]-> DM06
DCP11264,Exp4_NoISI,9,0.2316,DFS,DCP11264 -[binds]-> GEE05919 -[experiments]-> GEE00973 -[candidate_for]-> DM06
DCP11264,Exp4_NoISI,10,0.2305,DFS,DCP11264 -[downregulates]-> GEE02562 -[experiments]-> GEE01268 -[candidate_for]-> DM06
DCP11226,Baseline,1,0.3606,DFS,DCP11226 -[downregulates]-> GEE00914 -[experiments_transferred]-> GEE09782 -[candidate_for]-> DM06
DCP11226,Baseline,2,0.3564,DFS,DCP11226 -[downregulates]-> GEE00914 -[experiments]-> GEE08260 -[candidate_for]-> DM06
DCP11226,Baseline,3,0.2943,DFS,DCP11226 -[binds]-> GEE00749 -[experiments]-> GEE01081 -[candidate_for]-> DM06
DCP11226,Baseline,4,0.2935,DFS,DCP11226 -[binds]-> GEE02725 -[experiments]-> GEE03423 -[candidate_for]-> DM06
DCP11226,Baseline,5,0.2736,DFS,DCP11226 -[downregulates]-> GEE01169 -[experiments]-> GEE00476 -[candidate_for]-> DM06
DCP11226,Baseline,6,0.2700,DFS,DCP11226 -[downregulates]-> GEE00914 -[experiments]-> GEE00711 -[candidate_for]-> DM06
DCP11226,Baseline,7,0.2537,DFS,DCP11226 -[expresses]-> GEE00676 -[experiments_transferred]-> GEE00914 -[candidate_for]-> DM06
DCP11226,Baseline,8,0.2428,DFS,DCP11226 -[downregulates]-> GEE01169 -[experiments]-> GEE00100 -[candidate_for]-> DM06
DCP11226,Baseline,9,0.2428,DFS,DCP11226 -[downregulates]-> GEE00914 -[experiments]-> GEE00100 -[candidate_for]-> DM06
DCP11226,Baseline,10,0.2402,DFS,DCP11226 -[palliates]-> DIMM00061 -[associates]-> GEE08269 -[candidate_for]-> DM06
DCP11226,Exp1_NoDistinction,1,1.0000,Rule,DCP11226 -[treats]-> DIMM07219 -[is_associated_with]-> GEE13475 -[experiments]-> GEE01123 -[is_associated_with]-> DM06
DCP11226,Exp1_NoDistinction,2,1.0000,Rule,DCP11226 -[treats]-> DIMM00021 -[downregulates]-> GEE17004 -[experiments]-> GEE15632 -[is_associated_with]-> DM06
DCP11226,Exp1_NoDistinction,3,1.0000,Rule,DCP11226 -[palliates]-> DIMM00113 -[is_associated_with]-> GEE00811 -[experiments]-> GEE02648 -[is_associated_with]-> DM06
DCP11226,Exp1_NoDistinction,4,1.0000,Rule,DCP11226 -[palliates]-> DIMM00113 -[is_associated_with]-> GEE00429 -[experiments]-> GEE15354 -[is_associated_with]-> DM06
DCP11226,Exp1_NoDistinction,5,1.0000,Rule,DCP11226 -[palliates]-> DIMM00096 -[is_associated_with]-> GEE13649 -[experiments]-> GEE07134 -[is_associated_with]-> DM06
DCP11226,Exp1_NoDistinction,6,1.0000,Rule,DCP11226 -[palliates]-> DIMM00021 -[downregulates]-> GEE17004 -[experiments]-> GEE15632 -[is_associated_with]-> DM06
DCP11226,Exp1_NoDistinction,7,1.0000,Rule,DCP11226 -[expresses]-> GEE05400 -[textmining]-> GEE09095 -[experiments]-> GEE13914 -[is_associated_with]-> DM06
DCP11226,Exp1_NoDistinction,8,1.0000,Rule,DCP11226 -[expresses]-> GEE05111 -[regulates]-> GEE12412 -[experiments]-> GEE15632 -[is_associated_with]-> DM06
DCP11226,Exp1_NoDistinction,9,1.0000,Rule,DCP11226 -[expresses]-> GEE05111 -[regulates]-> GEE12412 -[experiments]-> GEE11025 -[is_associated_with]-> DM06
DCP11226,Exp1_NoDistinction,10,1.0000,Rule,DCP11226 -[expresses]-> GEE05111 -[regulates]-> GEE10005 -[experiments_transferred]-> GEE16564 -[is_associated_with]-> DM06
DCP11226,Exp1_StrongDistinction,1,0.0144,DFS,DCP11226 -[downregulates]-> GEE00914 -[experiments_transferred]-> GEE09782 -[candidate_for]-> DM06
DCP11226,Exp1_StrongDistinction,2,0.0143,DFS,DCP11226 -[downregulates]-> GEE00914 -[experiments]-> GEE08260 -[candidate_for]-> DM06
DCP11226,Exp1_StrongDistinction,3,0.0118,DFS,DCP11226 -[binds]-> GEE00749 -[experiments]-> GEE01081 -[candidate_for]-> DM06
DCP11226,Exp1_StrongDistinction,4,0.0117,DFS,DCP11226 -[binds]-> GEE02725 -[experiments]-> GEE03423 -[candidate_for]-> DM06
DCP11226,Exp1_StrongDistinction,5,0.0109,DFS,DCP11226 -[downregulates]-> GEE01169 -[experiments]-> GEE00476 -[candidate_for]-> DM06
DCP11226,Exp1_StrongDistinction,6,0.0108,DFS,DCP11226 -[downregulates]-> GEE00914 -[experiments]-> GEE00711 -[candidate_for]-> DM06
DCP11226,Exp1_StrongDistinction,7,0.0101,DFS,DCP11226 -[expresses]-> GEE00676 -[experiments_transferred]-> GEE00914 -[candidate_for]-> DM06
DCP11226,Exp1_StrongDistinction,8,0.0097,DFS,DCP11226 -[downregulates]-> GEE01169 -[experiments]-> GEE00100 -[candidate_for]-> DM06
DCP11226,Exp1_StrongDistinction,9,0.0097,DFS,DCP11226 -[downregulates]-> GEE00914 -[experiments]-> GEE00100 -[candidate_for]-> DM06
DCP11226,Exp1_StrongDistinction,10,0.0096,DFS,DCP11226 -[palliates]-> DIMM00061 -[associates]-> GEE08269 -[candidate_for]-> DM06
DCP11226,Exp2_NoDecay,1,0.4007,DFS,DCP11226 -[downregulates]-> GEE00914 -[experiments_transferred]-> GEE09782 -[candidate_for]-> DM06
DCP11226,Exp2_NoDecay,2,0.3960,DFS,DCP11226 -[downregulates]-> GEE00914 -[experiments]-> GEE08260 -[candidate_for]-> DM06
DCP11226,Exp2_NoDecay,3,0.3270,DFS,DCP11226 -[binds]-> GEE00749 -[experiments]-> GEE01081 -[candidate_for]-> DM06
DCP11226,Exp2_NoDecay,4,0.3261,DFS,DCP11226 -[binds]-> GEE02725 -[experiments]-> GEE03423 -[candidate_for]-> DM06
DCP11226,Exp2_NoDecay,5,0.3253,Rule,DCP11226 -[downregulates]-> GEE00092 -[experiments]-> GEE17736 -[experiments]-> GEE11675 -[is_associated_with]-> DM06
DCP11226,Exp2_NoDecay,6,0.3253,Rule,DCP11226 -[binds]-> GEE04090 -[experiments]-> GEE04949 -[experiments]-> GEE13159 -[is_associated_with]-> DM06
DCP11226,Exp2_NoDecay,7,0.3086,Rule,DCP11226 -[expresses]-> GEE05400 -[textmining]-> GEE09095 -[experiments]-> GEE13914 -[is_associated_with]-> DM06
DCP11226,Exp2_NoDecay,8,0.3086,Rule,DCP11226 -[expresses]-> GEE05111 -[regulates]-> GEE12412 -[experiments]-> GEE15632 -[is_associated_with]-> DM06
DCP11226,Exp2_NoDecay,9,0.3086,Rule,DCP11226 -[expresses]-> GEE05111 -[regulates]-> GEE12412 -[experiments]-> GEE11025 -[is_associated_with]-> DM06
DCP11226,Exp2_NoDecay,10,0.3086,Rule,DCP11226 -[expresses]-> GEE05111 -[regulates]-> GEE10005 -[experiments_transferred]-> GEE16564 -[is_associated_with]-> DM06
DCP11226,Exp2_StrongDecay,1,0.2004,DFS,DCP11226 -[downregulates]-> GEE00914 -[experiments_transferred]-> GEE09782 -[candidate_for]-> DM06
DCP11226,Exp2_StrongDecay,2,0.1980,DFS,DCP11226 -[downregulates]-> GEE00914 -[experiments]-> GEE08260 -[candidate_for]-> DM06
DCP11226,Exp2_StrongDecay,3,0.1635,DFS,DCP11226 -[binds]-> GEE00749 -[experiments]-> GEE01081 -[candidate_for]-> DM06
DCP11226,Exp2_StrongDecay,4,0.1630,DFS,DCP11226 -[binds]-> GEE02725 -[experiments]-> GEE03423 -[candidate_for]-> DM06
DCP11226,Exp2_StrongDecay,5,0.1520,DFS,DCP11226 -[downregulates]-> GEE01169 -[experiments]-> GEE00476 -[candidate_for]-> DM06
DCP11226,Exp2_StrongDecay,6,0.1500,DFS,DCP11226 -[downregulates]-> GEE00914 -[experiments]-> GEE00711 -[candidate_for]-> DM06
DCP11226,Exp2_StrongDecay,7,0.1409,DFS,DCP11226 -[expresses]-> GEE00676 -[experiments_transferred]-> GEE00914 -[candidate_for]-> DM06
DCP11226,Exp2_StrongDecay,8,0.1349,DFS,DCP11226 -[downregulates]-> GEE01169 -[experiments]-> GEE00100 -[candidate_for]-> DM06
DCP11226,Exp2_StrongDecay,9,0.1349,DFS,DCP11226 -[downregulates]-> GEE00914 -[experiments]-> GEE00100 -[candidate_for]-> DM06
DCP11226,Exp2_StrongDecay,10,0.1335,DFS,DCP11226 -[palliates]-> DIMM00061 -[associates]-> GEE08269 -[candidate_for]-> DM06
DCP11226,Exp3_NoBonus,1,0.2402,DFS,DCP11226 -[palliates]-> DIMM00061 -[associates]-> GEE08269 -[candidate_for]-> DM06
DCP11226,Exp3_NoBonus,2,0.2402,DFS,DCP11226 -[palliates]-> DIMM00021 -[associates]-> GEE08269 -[candidate_for]-> DM06
DCP11226,Exp3_NoBonus,3,0.2285,DFS,DCP11226 -[binds]-> GEE04669 -[textmining]-> GEE19384 -[candidate_for]-> DM06
DCP11226,Exp3_NoBonus,4,0.2004,DFS,DCP11226 -[downregulates]-> GEE00914 -[experiments_transferred]-> GEE09782 -[candidate_for]-> DM06
DCP11226,Exp3_NoBonus,5,0.1980,DFS,DCP11226 -[downregulates]-> GEE00914 -[experiments]-> GEE08260 -[candidate_for]-> DM06
DCP11226,Exp3_NoBonus,6,0.1635,DFS,DCP11226 -[binds]-> GEE00749 -[experiments]-> GEE01081 -[candidate_for]-> DM06
DCP11226,Exp3_NoBonus,7,0.1630,DFS,DCP11226 -[binds]-> GEE02725 -[experiments]-> GEE03423 -[candidate_for]-> DM06
DCP11226,Exp3_NoBonus,8,0.1520,DFS,DCP11226 -[downregulates]-> GEE01169 -[experiments]-> GEE00476 -[candidate_for]-> DM06
DCP11226,Exp3_NoBonus,9,0.1500,DFS,DCP11226 -[downregulates]-> GEE00914 -[experiments]-> GEE00711 -[candidate_for]-> DM06
DCP11226,Exp3_NoBonus,10,0.1409,DFS,DCP11226 -[expresses]-> GEE00676 -[experiments_transferred]-> GEE00914 -[candidate_for]-> DM06
DCP11226,Exp3_HighBonus,1,1.0000,DFS,DCP11226 -[downregulates]-> GEE00914 -[experiments_transferred]-> GEE09782 -[candidate_for]-> DM06
DCP11226,Exp3_HighBonus,2,0.9901,DFS,DCP11226 -[downregulates]-> GEE00914 -[experiments]-> GEE08260 -[candidate_for]-> DM06
DCP11226,Exp3_HighBonus,3,0.8176,DFS,DCP11226 -[binds]-> GEE00749 -[experiments]-> GEE01081 -[candidate_for]-> DM06
DCP11226,Exp3_HighBonus,4,0.8152,DFS,DCP11226 -[binds]-> GEE02725 -[experiments]-> GEE03423 -[candidate_for]-> DM06
DCP11226,Exp3_HighBonus,5,0.7600,DFS,DCP11226 -[downregulates]-> GEE01169 -[experiments]-> GEE00476 -[candidate_for]-> DM06
DCP11226,Exp3_HighBonus,6,0.7499,DFS,DCP11226 -[downregulates]-> GEE00914 -[experiments]-> GEE00711 -[candidate_for]-> DM06
DCP11226,Exp3_HighBonus,7,0.7046,DFS,DCP11226 -[expresses]-> GEE00676 -[experiments_transferred]-> GEE00914 -[candidate_for]-> DM06
DCP11226,Exp3_HighBonus,8,0.6744,DFS,DCP11226 -[downregulates]-> GEE01169 -[experiments]-> GEE00100 -[candidate_for]-> DM06
DCP11226,Exp3_HighBonus,9,0.6744,DFS,DCP11226 -[downregulates]-> GEE00914 -[experiments]-> GEE00100 -[candidate_for]-> DM06
DCP11226,Exp3_HighBonus,10,0.6434,DFS,DCP11226 -[binds]-> GEE05919 -[experiments]-> GEE00973 -[candidate_for]-> DM06
DCP11226,Exp4_NoISI,1,0.3606,DFS,DCP11226 -[downregulates]-> GEE00914 -[experiments_transferred]-> GEE09782 -[candidate_for]-> DM06
DCP11226,Exp4_NoISI,2,0.3564,DFS,DCP11226 -[downregulates]-> GEE00914 -[experiments]-> GEE08260 -[candidate_for]-> DM06
DCP11226,Exp4_NoISI,3,0.2943,DFS,DCP11226 -[binds]-> GEE00749 -[experiments]-> GEE01081 -[candidate_for]-> DM06
DCP11226,Exp4_NoISI,4,0.2935,DFS,DCP11226 -[binds]-> GEE02725 -[experiments]-> GEE03423 -[candidate_for]-> DM06
DCP11226,Exp4_NoISI,5,0.2736,DFS,DCP11226 -[downregulates]-> GEE01169 -[experiments]-> GEE00476 -[candidate_for]-> DM06
DCP11226,Exp4_NoISI,6,0.2700,DFS,DCP11226 -[downregulates]-> GEE00914 -[experiments]-> GEE00711 -[candidate_for]-> DM06
DCP11226,Exp4_NoISI,7,0.2537,DFS,DCP11226 -[expresses]-> GEE00676 -[experiments_transferred]-> GEE00914 -[candidate_for]-> DM06
DCP11226,Exp4_NoISI,8,0.2428,DFS,DCP11226 -[downregulates]-> GEE01169 -[experiments]-> GEE00100 -[candidate_for]-> DM06
DCP11226,Exp4_NoISI,9,0.2428,DFS,DCP11226 -[downregulates]-> GEE00914 -[experiments]-> GEE00100 -[candidate_for]-> DM06
DCP11226,Exp4_NoISI,10,0.2402,DFS,DCP11226 -[palliates]-> DIMM00061 -[associates]-> GEE08269 -[candidate_for]-> DM06
HEB2050,Baseline,1,0.2497,DFS,HEB2050 -[is_associated_with]-> GEE04090 -[experiments]-> GEE09016 -[candidate_for]-> DM06
HEB2050,Baseline,2,0.2397,Rule,HEB2050 -[is_associated_with]-> GEE10314 -[experiments]-> GEE07134 -[is_associated_with]-> DM06
HEB2050,Baseline,3,0.2222,DFS,HEB2050 -[is_associated_with]-> GEE07476 -[experiments_transferred]-> GEE08100 -[candidate_for]-> DM06
HEB2050,Baseline,4,0.2194,DFS,HEB2050 -[includes]-> INT36042 -[acts_on]-> GEE10627 -[candidate_for]-> DM06
HEB2050,Baseline,5,0.2138,DFS,HEB2050 -[includes]-> INT36044 -[acts_on]-> GEE01442 -[candidate_for]-> DM06
HEB2050,Baseline,6,0.2134,Rule,HEB2050 -[is_associated_with]-> GEE10961 -[experiments_transferred]-> GEE00900 -[experiments]-> GEE13159 -[is_associated_with]-> DM06
HEB2050,Baseline,7,0.2134,Rule,HEB2050 -[is_associated_with]-> GEE10900 -[experiments]-> GEE12412 -[experiments]-> GEE15632 -[is_associated_with]-> DM06
HEB2050,Baseline,8,0.2134,Rule,HEB2050 -[is_associated_with]-> GEE10900 -[experiments]-> GEE12412 -[experiments]-> GEE11025 -[is_associated_with]-> DM06
HEB2050,Baseline,9,0.2134,Rule,HEB2050 -[is_associated_with]-> GEE10314 -[experiments]-> GEE09572 -[experiments]-> GEE07134 -[is_associated_with]-> DM06
HEB2050,Baseline,10,0.2134,Rule,HEB2050 -[is_associated_with]-> GEE10314 -[experiments]-> GEE07830 -[experiments]-> GEE07134 -[is_associated_with]-> DM06
HEB2050,Exp1_NoDistinction,1,1.0000,Rule,HEB2050 -[is_associated_with]-> GEE13065 -[experiments]-> GEE02241 -[textmining]-> GEE11025 -[is_associated_with]-> DM06
HEB2050,Exp1_NoDistinction,2,1.0000,Rule,HEB2050 -[is_associated_with]-> GEE11815 -[database]-> GEE03910 -[experiments]-> GEE17972 -[is_associated_with]-> DM06
HEB2050,Exp1_NoDistinction,3,1.0000,Rule,HEB2050 -[is_associated_with]-> GEE11605 -[interacts]-> GEE01613 -[experiments]-> GEE11508 -[is_associated_with]-> DM06
HEB2050,Exp1_NoDistinction,4,1.0000,Rule,HEB2050 -[is_associated_with]-> GEE11605 -[experiments]-> GEE05114 -[regulates]-> GEE15354 -[is_associated_with]-> DM06
HEB2050,Exp1_NoDistinction,5,1.0000,Rule,HEB2050 -[is_associated_with]-> GEE11605 -[database]-> GEE01489 -[experiments]-> GEE15500 -[is_associated_with]-> DM06
HEB2050,Exp1_NoDistinction,6,1.0000,Rule,HEB2050 -[is_associated_with]-> GEE11597 -[textmining]-> GEE00857 -[experiments]-> GEE12952 -[is_associated_with]-> DM06
HEB2050,Exp1_NoDistinction,7,1.0000,Rule,HEB2050 -[is_associated_with]-> GEE11227 -[database]-> GEE07361 -[experiments]-> GEE12801 -[is_associated_with]-> DM06
HEB2050,Exp1_NoDistinction,8,1.0000,Rule,HEB2050 -[is_associated_with]-> GEE10977 -[textmining]-> GEE20596 -[experiments_transferred]-> GEE08033 -[is_associated_with]-> DM06
HEB2050,Exp1_NoDistinction,9,1.0000,Rule,HEB2050 -[is_associated_with]-> GEE10977 -[textmining]-> GEE03991 -[experiments]-> GEE12987 -[is_associated_with]-> DM06
HEB2050,Exp1_NoDistinction,10,1.0000,Rule,HEB2050 -[is_associated_with]-> GEE10977 -[textmining]-> GEE01415 -[experiments]-> GEE07134 -[is_associated_with]-> DM06
HEB2050,Exp1_StrongDistinction,1,0.0100,DFS,HEB2050 -[is_associated_with]-> GEE04090 -[experiments]-> GEE09016 -[candidate_for]-> DM06
HEB2050,Exp1_StrongDistinction,2,0.0089,DFS,HEB2050 -[is_associated_with]-> GEE07476 -[experiments_transferred]-> GEE08100 -[candidate_for]-> DM06
HEB2050,Exp1_StrongDistinction,3,0.0088,DFS,HEB2050 -[includes]-> INT36042 -[acts_on]-> GEE10627 -[candidate_for]-> DM06
HEB2050,Exp1_StrongDistinction,4,0.0086,DFS,HEB2050 -[includes]-> INT36044 -[acts_on]-> GEE01442 -[candidate_for]-> DM06
HEB2050,Exp1_StrongDistinction,5,0.0084,DFS,HEB2050 -[includes]-> INT35939 -[acts_on]-> GEE02701 -[candidate_for]-> DM06
HEB2050,Exp1_StrongDistinction,6,0.0081,DFS,HEB2050 -[includes]-> INT36042 -[acts_on]-> GEE09459 -[candidate_for]-> DM06
HEB2050,Exp1_StrongDistinction,7,0.0080,DFS,HEB2050 -[includes]-> INT35939 -[acts_on]-> GEE03602 -[candidate_for]-> DM06
HEB2050,Exp1_StrongDistinction,8,0.0079,DFS,HEB2050 -[includes]-> INT36398 -[acts_on]-> GEE10470 -[candidate_for]-> DM06
HEB2050,Exp1_StrongDistinction,9,0.0076,DFS,HEB2050 -[includes]-> INT36412 -[acts_on]-> GEE02029 -[candidate_for]-> DM06
HEB2050,Exp1_StrongDistinction,10,0.0075,DFS,HEB2050 -[includes]-> INT36042 -[acts_on]-> GEE10470 -[candidate_for]-> DM06
HEB2050,Exp2_NoDecay,1,0.3253,Rule,HEB2050 -[is_associated_with]-> GEE10961 -[experiments_transferred]-> GEE00900 -[experiments]-> GEE13159 -[is_associated_with]-> DM06
HEB2050,Exp2_NoDecay,2,0.3253,Rule,HEB2050 -[is_associated_with]-> GEE10900 -[experiments]-> GEE12412 -[experiments]-> GEE15632 -[is_associated_with]-> DM06
HEB2050,Exp2_NoDecay,3,0.3253,Rule,HEB2050 -[is_associated_with]-> GEE10900 -[experiments]-> GEE12412 -[experiments]-> GEE11025 -[is_associated_with]-> DM06
HEB2050,Exp2_NoDecay,4,0.3253,Rule,HEB2050 -[is_associated_with]-> GEE10314 -[experiments]-> GEE09572 -[experiments]-> GEE07134 -[is_associated_with]-> DM06
HEB2050,Exp2_NoDecay,5,0.3253,Rule,HEB2050 -[is_associated_with]-> GEE10314 -[experiments]-> GEE07830 -[experiments]-> GEE07134 -[is_associated_with]-> DM06
HEB2050,Exp2_NoDecay,6,0.3253,Rule,HEB2050 -[is_associated_with]-> GEE10314 -[experiments]-> GEE07349 -[experiments]-> GEE07134 -[is_associated_with]-> DM06
HEB2050,Exp2_NoDecay,7,0.3253,Rule,HEB2050 -[is_associated_with]-> GEE10314 -[experiments]-> GEE07213 -[experiments]-> GEE07134 -[is_associated_with]-> DM06
HEB2050,Exp2_NoDecay,8,0.3253,Rule,HEB2050 -[is_associated_with]-> GEE10314 -[experiments]-> GEE01895 -[experiments]-> GEE07134 -[is_associated_with]-> DM06
HEB2050,Exp2_NoDecay,9,0.3253,Rule,HEB2050 -[is_associated_with]-> GEE10314 -[experiments]-> GEE01415 -[experiments]-> GEE07134 -[is_associated_with]-> DM06
HEB2050,Exp2_NoDecay,10,0.3253,Rule,HEB2050 -[is_associated_with]-> GEE10314 -[experiments]-> GEE00711 -[experiments]-> GEE07134 -[is_associated_with]-> DM06
HEB2050,Exp2_StrongDecay,1,0.1387,DFS,HEB2050 -[is_associated_with]-> GEE04090 -[experiments]-> GEE09016 -[candidate_for]-> DM06
HEB2050,Exp2_StrongDecay,2,0.1361,Rule,HEB2050 -[is_associated_with]-> GEE10973 -[is_associated_with]-> DM06
HEB2050,Exp2_StrongDecay,3,0.1234,DFS,HEB2050 -[is_associated_with]-> GEE07476 -[experiments_transferred]-> GEE08100 -[candidate_for]-> DM06
HEB2050,Exp2_StrongDecay,4,0.1219,DFS,HEB2050 -[includes]-> INT36042 -[acts_on]-> GEE10627 -[candidate_for]-> DM06
HEB2050,Exp2_StrongDecay,5,0.1188,DFS,HEB2050 -[includes]-> INT36044 -[acts_on]-> GEE01442 -[candidate_for]-> DM06
HEB2050,Exp2_StrongDecay,6,0.1171,DFS,HEB2050 -[includes]-> INT35939 -[acts_on]-> GEE02701 -[candidate_for]-> DM06
HEB2050,Exp2_StrongDecay,7,0.1130,DFS,HEB2050 -[includes]-> INT36042 -[acts_on]-> GEE09459 -[candidate_for]-> DM06
HEB2050,Exp2_StrongDecay,8,0.1106,DFS,HEB2050 -[includes]-> INT35939 -[acts_on]-> GEE03602 -[candidate_for]-> DM06
HEB2050,Exp2_StrongDecay,9,0.1100,DFS,HEB2050 -[includes]-> INT36398 -[acts_on]-> GEE10470 -[candidate_for]-> DM06
HEB2050,Exp2_StrongDecay,10,0.1058,DFS,HEB2050 -[includes]-> INT36412 -[acts_on]-> GEE02029 -[candidate_for]-> DM06
HEB2050,Exp3_NoBonus,1,0.1387,DFS,HEB2050 -[is_associated_with]-> GEE04090 -[experiments]-> GEE09016 -[candidate_for]-> DM06
HEB2050,Exp3_NoBonus,2,0.1361,Rule,HEB2050 -[is_associated_with]-> GEE10973 -[is_associated_with]-> DM06
HEB2050,Exp3_NoBonus,3,0.1332,Rule,HEB2050 -[is_associated_with]-> GEE10314 -[experiments]-> GEE07134 -[is_associated_with]-> DM06
HEB2050,Exp3_NoBonus,4,0.1241,Rule,HEB2050 -[is_associated_with]-> GEE13224 -[textmining]-> GEE06987 -[is_associated_with]-> DM06
HEB2050,Exp3_NoBonus,5,0.1241,Rule,HEB2050 -[is_associated_with]-> GEE13224 -[database]-> GEE06987 -[is_associated_with]-> DM06
HEB2050,Exp3_NoBonus,6,0.1234,DFS,HEB2050 -[is_associated_with]-> GEE07476 -[experiments_transferred]-> GEE08100 -[candidate_for]-> DM06
HEB2050,Exp3_NoBonus,7,0.1219,DFS,HEB2050 -[includes]-> INT36042 -[acts_on]-> GEE10627 -[candidate_for]-> DM06
HEB2050,Exp3_NoBonus,8,0.1188,DFS,HEB2050 -[includes]-> INT36044 -[acts_on]-> GEE01442 -[candidate_for]-> DM06
HEB2050,Exp3_NoBonus,9,0.1186,Rule,HEB2050 -[is_associated_with]-> GEE10961 -[experiments_transferred]-> GEE00900 -[experiments]-> GEE13159 -[is_associated_with]-> DM06
HEB2050,Exp3_NoBonus,10,0.1186,Rule,HEB2050 -[is_associated_with]-> GEE10900 -[experiments]-> GEE12412 -[experiments]-> GEE15632 -[is_associated_with]-> DM06
HEB2050,Exp3_HighBonus,1,0.6937,DFS,HEB2050 -[is_associated_with]-> GEE04090 -[experiments]-> GEE09016 -[candidate_for]-> DM06
HEB2050,Exp3_HighBonus,2,0.6659,Rule,HEB2050 -[is_associated_with]-> GEE10314 -[experiments]-> GEE07134 -[is_associated_with]-> DM06
HEB2050,Exp3_HighBonus,3,0.6171,DFS,HEB2050 -[is_associated_with]-> GEE07476 -[experiments_transferred]-> GEE08100 -[candidate_for]-> DM06
HEB2050,Exp3_HighBonus,4,0.6094,DFS,HEB2050 -[includes]-> INT36042 -[acts_on]-> GEE10627 -[candidate_for]-> DM06
HEB2050,Exp3_HighBonus,5,0.5939,DFS,HEB2050 -[includes]-> INT36044 -[acts_on]-> GEE01442 -[candidate_for]-> DM06
HEB2050,Exp3_HighBonus,6,0.5928,Rule,HEB2050 -[is_associated_with]-> GEE10961 -[experiments_transferred]-> GEE00900 -[experiments]-> GEE13159 -[is_associated_with]-> DM06
HEB2050,Exp3_HighBonus,7,0.5928,Rule,HEB2050 -[is_associated_with]-> GEE10900 -[experiments]-> GEE12412 -[experiments]-> GEE15632 -[is_associated_with]-> DM06
